PJB ID,Document Body
PJB 1151,"<p><span class=""depth2"" title=""The University of Wisconsin"">The University of Wisconsin</span><br/>MADISON, WISCONSIN 53706</p><p>DEPARTMENT OF ENGLISH<br/>352 BASCOM HALL</p><p>Box 135<br/>May 5, 1967</p><p>Representative Julian Bond<br/>Georgia State Legislature<br/>House of Representatives<br/>Atlanta, Georgia 30300</p><p>Dear Julian:</p><p>I thought the enclosed article which I co-authored with historian, Robert C. Twombly, would be of interest to you.  It appears in the spring issue of the <u>William and Mary Quarterly</u> which was published last week.</p><p>The article contradicts previous assumptions of historians about the history of the Negro American.  Historians have generally assumed that the Negro never had legal equality before the present civil rights legislation was passed.  Much current thinking about civil rights assumes that we must make a place for the Negro in American society for the first time.</p><p>Our findings reveal that there are legal and social precedents for current civil rights legislation.  Although some seventeenth-century Puritans held derogatory attitudes toward the Negro,  their laws,  had no provision for race or cast.  Thus it can be said that current civil rights legislation returns to the legal precedent established by the Puritans in seventeenth-century Massachusetts.</p><p>I discussed this article with you when you were in Madison in May of last year.  You and Dion Diamond spent part of an evening in our apartment.  We hear from Dion occasionally; he enjoys the Washington bureacrat role, but he apparently still plans to come back to Madison <strike>in</strike> for graduate work.</p><p>Sincerely, <br/><sup>signature of Robert H. Moore</sup><br/>Robert H. Moore</p><p>RHM:dom</p>                       <p>Dear Bob:</p><p>I do remember a very pleasant evening soent with you in Madison.  I've only seen Dion once since then, but I <strike>thx</strike> think you're right about his loving the bureaucratic life; he lives in high style, and seems used to it.<br/>Thanks a great deal for your paper.<br/>I'm trying to get up the energy to do some research of my own around a number of topics; first, Negro resistance to American involvements overseas, particularly arond the Second and First World wars, and the reaciton to it as well as earlier Negro figures who linked the racial struggle with other isues, as Frederick Douglass did with the anti-slavery cause and women's suffrage.<br/>If you know of anybody who has alraedy done this, let me know. It will save me a lot of agonizing over whether I ever will or not. <br/>And thanks again. </p><p>Thanks to FromThePage transcription contributors: AlyM76 Carlos Perez</p>"
PJB 980,"<p>April 15 1967<br/>535 Thornhill Dr.<br/>Oakland 11, Calif</p><p>Mr. Julian Bond,<br/>I want to thank you for coming to San Francisco to contribute to the success of the Spring Mobilization today. I think that you and Dr. King and Robert Scheer have a clear view of what is the matter with this country today and it a relief to hear it expressed publicly and so coherently. Among my antecedents were Presidents John Adams and John Quincy Adams as well as other distinguished public servants of their day, before greed for empire became an obsession of this country. I hope you and other negro statesmen to follow wil succeed in breaking the stranglehold of southern bigotry on the powerful Congressional chairmanships which has led to the present state of disgrace.</p><p>I can assure you that you have been already an inspiration to many negro people that I know in Oakland and Berkeley, including visiting students here from Africa. I hope that 'expedience' and political necessity will never  dilute your courage and honest.</p><p>Sincere best wishes,<br/>Roberr Shannon Adams</p><p>Thanks to FromThePage transcription contributors: lbaker Princess1 Carlos Perez</p>"
PJB 823,"<p>[letterhead]<br/>MEREDITH PRESS<br/>DIVISION OF MEREDITH PUBLISHING COMPANY<br/>250 PARK AVENUE, NEW YORK, NEW YORK 10017  986-8700</p><p>February 2, 1967</p><p>Mr. Julian Bond<br/>Georgia State Legislature<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>I followed with very real interest the stuggle you have had being admitted to the Georgia legislature. I remember seeing and hearing you on at least one news interview over a TV network. Your judgments, attitude, background and general dememor made you stand out as a real hope for the future in politics.</p><p>I can well imagine that during these first months in the legislature, you will be hard-pressed just to become oriented, but it would be my guess that eventually you will be ready and able to write in such a way that will transcend Georgia politics. If this be so, I should like to keep in touch with you and be ready to work with you if and when the time comes.</p><p>Best wishes. <br/>Sincerely yours,<br/>[signed] Robert W. Lutnas<br/>Robert W. Lutnes<br/>Executive Editor</p><p>RWL/lz</p><p>Thanks to FromThePage transcription contributors: esh999 Princess1 Sarah Ahmad</p>"
PJB 1192,"<p>[left hand top corner is a graphic of the Barbershop featuring a barber pole with the lettering GB PA]<br/><span class=""depth3"" title=""GEORGIA PROFESSIONAL BARBERS ASSN. INC."">GEORGIA PROFESSIONAL BARBERS ASSN. INC.</span><br/>255 E. PACES FERRY ROAD. N.E. ROOM 100---<br/><span class=""depth3"" title=""ATLANTA, GEORGIA  30305"">ATLANTA, GEORGIA  30305</span></p><p>May 22, 1967</p><p>Representative Julian Bond<br/>823 Drummond Street S. W.<br/>Atlanta, Georgia  30314</p><p>Dear Sir:</p><p>You are cordially invited to attend a meeting of  barbers in Atlanta, Georgia on Tuesday May 30, 1967, at Lenox Square Auditorium at 8:00 P. M.</p><p>The purpose of the meeting is to discuss proposed legislation relative to the barbering profession which will be introduced in the next regular session of the Georgia General Assembly.</p><p>We are hopeful that you can attend this meeting. You may use the enclosed card to notify us whether or not you can attend.</p><p>Sincerely,</p><p>{signed] Roy J. Nicholson</p><p>Roy J. Nicholson<br/>Executive Secretary</p><p>RJN:rd</p><p>Gentlemen:<br/>Please forgive my inablility to attend your May 30th meeting. Please keep me informed of any legislative proposals I might aid you with.</p><p>Thanks to FromThePage transcription contributors: esh999 Princess1 Carlos Perez</p>"
1085,"<p>[Equal Employment Opportunity Commission seal]</p><p>Equal Employment Opportunity Commission<br/>Washington, D.C.  20506</p><p>Honorable Julian Bond<br/>Georgia House of Representatives<br/>Atlanta, Georgia  30314</p><p>Dear Mr. Bond:</p><p>I am enclosing a copy of Commission's First Annual Report.</p><p>Because of your continued activities in civil rights matters, the attached report may be of interest.</p><p>Please feel free to contact me at any time that the Commission can be of service to you or others who may desire explanations of the Commission's processes.</p><p>Sincerely yours,<br/>[Handwritten signature of Samuel Jackson]<br/>Samuel C. Jackson<br/>Commissioner</p><p>Enclosure</p><p>[Handwritten note: Thanks]</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Sarah Ahmad</p>"
PJB 1323,"<p>Samuel G. Jackson, Jr.<br/>c/o Juanita Clarke<br/>Metropolitan Applied Research Center<br/>330 West 58th Street<br/>New York, New York</p><p>Dear [Friend,] Julian Bond,</p><p>This is an urgent request for your assistance in a project called <u>Minority Youth in Higher Education</u> aimed at increasing the number of black and Puerto Rican students at predominantly white liberal arts colleges. The project paper will focus on methods of improving communication and increasing mutual awareness between the ghetto student and the small white college.</p><p>Suggestions made to date include: (a)holding a conference supported by several small colleges for high school students from minority groups, explaining and showing them the opportunities available; (b)summer tutoring institutes on white campuses for black students of the 10th and 11th grades; (c)running feature articles in major magazines on the life of the black student on white campuses; (d)inviting guidance counselors from large urban area high schools to college campuses to impress upon them the colleges' desire to have more black applicants.</p><p>We are writing you and some other people whose suggestions and reactions we consider vital to the project, requesting that you comment on your college experience.  What do you consider the social and inadequacies of white colleges?  How can they be remedied? What can the small college do to increase its present contribution to black students? How can more black students be encouraged to apply for admission?</p><p>We would be most grateful to you for any assistance you can give us in coping with this difficult problem.  An early response will be much appreciated.</p><p>Sincerely,<br/>Samuel G. Jackson, Jr.<br/>Samuel G. Jackson, Jr.</p>                       <p>Juanita Clark<br/>MARC<br/>330 West 58th Street<br/>New York, New York</p><p>Dear Juanita:</p><p>Did John Lewis ever get my message? Probably not. I got the message that you have called and before I could call you, he called me.  I told him to tell you I have a horror of talking on the telephone and asked that you write a letter.</p><p>At any rate, now I'm writing to ask a favor of you.</p><p>I can't remember the name of the girl - Judy? - who was conducting the study of black student groups. I've been asked by such a group at the University of Cincinatti to make a speech and to tie in somehow what black college students can or or ought to do or could think of doing in their communities and on their campuses.</p><p>I wondered if she (Judy) had compiled a list of:</p><p>- where the<strike>se</strike><sup>existing</sup>/groups are located, and<br/>- what their plans for the future and programs for the present are.</p><p>If you can tell me that I'd be forever grateful, or if you can get her to tell me that, I'd be just as thankful.</p><p>Also, do you know off-hand Tim Jenkin's address? If you can get it, could you send it on down?</p><p>Sincerely,<br/></p><p>Thanks to FromThePage transcription contributors: Carlos Perez MBrunsdon</p>"
PJB 1467,"<p><span class=""depth2"" title=""THE NATIONAL ADVISORY COMMISSION ON CIVIL DISORDERS"">THE NATIONAL ADVISORY COMMISSION ON CIVIL DISORDERS</span><br/>1016 16TH STREET, N.W.<br/>WASHINGTON, D.C. 20036</p><p>January 2, 1968</p><p>Mr. Julian Bond<br/>162 Euhrlee Street, S.W.<br/>Atlanta, Georgia, 30314</p><p>Dear Mr. Bond:</p><p>We would be delighted to have you attend our meeting and will leave a place open for you until the last minute. <br/>Perhaps you could call me collect when your plans are finalized (202 395-4816); if that is inconvenient it will be fine with us if you simply appear on the 8th at 10 a.m.  As you suggested in your letter the travel reimbursement can be worked out after the meeting.</p><p>We hope you will be able to attend.</p><p>Sincerely, <br/><sup>signature of Sarah C. Carey</sup><br/>Sarah C. Carey <br/>Special Assistant to <br/>Director of Investigations</p>                       <p>Dear Miss Carey:</p><p>I'm sorry I could not attend the meeting lastgMonday.  Our legislature convened on that date,  and after struggling to get in,  I thought it best that I not miss the opening day and the Governer's State of the State address.</p><p>If any such meetings are planned for the future,  I hope you will keep me in mind.</p><p>Sincerely, </p><p>Thanks to FromThePage transcription contributors: AlyM76 Carlos Perez</p>"
1104,"<p>                                          SNOW F. GRIGSBY<br/>3762 Seyburn Ave.<br/>Detroit, Michigan  48214</p><p>June 12, 1967</p><p>Representative Julian Bond<br/>361 Lee Street, S. W.<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>In regards to my recent telephone conversation<br/>with you inquiring about your availability to speak<br/>to a real estate group in Detroit on July 21, 1967,<br/>I have not received confirmation on this engagement,<br/>as your name was submitted along with the names of<br/>several other persons.</p><p>I have received from Mr. Walter L. Perry, the<br/>manager-director of the Annual Emancipation Celebration<br/>in Windsor, Canada, a request to have you as the speaker<br/>for the 135th Emancipation Celebration on Sunday after-<br/>noon, August 6, 1967 at 5:00 pm in Windsor, Canada.</p><p>Mr. Perry has stated that you will be paid in <br/>American money an honorarium of Two Hundred Dollars,<br/>($200.00) in addition to transportation expenses.<br/>Arrangements will be made for accommodations for you<br/>at a hotel in Windsor, Canada.</p><p>An advanced sum of One Hundred Dollars ($100.00)<br/>will be paid to you on July 15, 1967 if you accept the<br/>invitation.</p><p>If your schedule permits you to accept this<br/>speaking engagement, kind confirm, and enclose along<br/>with your letter of confirmation to me a biographical<br/>sketch and three black and white glossy print pictures<br/>for use in the daily newspapers.</p><p>I would appreciate hearing from you by return air<br/>mail special delivery.</p><p>Sincerely,</p><p>Snow F. Grigsby<br/>Editor<br/>SFG:vmw</p><p>Thanks to FromThePage transcription contributors: Doreen Sarah Ahmad</p>"
963,"<p>[Penciled in top margin] <u>Peggy</u> can you make 3 copies of the attached with the correction indicated, sign them and send <u>them off.</u>  2 back.</p><p>Dear Rep. Bond,<br/>I am very sorry for the delay in your receiving this contract.</p><p>A contract was sent to you some time ago, but apparently our record of your address was faulty.</p><p>If you have questions please contact Mr. David Block.</p><p>Thank you for your patience, and we are looking forward to seeing you in April.</p><p>Sincerely,<br/>[signed] Steve L. Maison<br/>Steve L Maison<br/>Student Association<br/>Forum Committee<br/>U of Okla<br/>Stillwater, Okla.</p><p>Dear Mr. Maison:<br/>Enclosed are 2 copies of the contract. I haven't yet made travel plans but will let you know a week or so in advance.</p><p>Sincerely</p><p>Thanks to FromThePage transcription contributors: Princess1 Sarah Ahmad</p>"
923,"<p>MEMORANDUM<br/>To:  <u>Julian</u><br/>From: Terrence Cullinan  Date: <u>3/7</u><br/><u>E-250  Ext.  4430</u></p><p>Enclosed the local coverage, such as it was. Don't know if Gov. Romney will appreciate his plans leaking in the Palo Alto TIMES (circ.: 30,000, locally).</p><p>It was a fun weekend, if not over-whelming exciting. Hop to see you again before too long.</p><p>Regards<br/>[signed] Terry</p><p>P.S. That wild man who took Bruce on in the audience at Stanford called today to me. Wants to get together and ""talk"". Oh, by!</p><p>t</p><p>Thanks to FromThePage transcription contributors: lbaker Princess1 Sarah Ahmad</p>"
PJB744,"<p>Tuskegee Institute</p><p>Tuskegee Institute<br/>Alabama,  36088</p><p>College of Arts and Sciences<br/>Division of Natural Sciences<br/>Department of Mathematics</p><p>February 1, 1967</p><p>Mr. Julian Bond<br/>823 Drummond Street<br/>Atlanta, Georgia  30314</p><p>Dear Mr. Bond:</p><p>The Interim Committee would like to thank you very much for accepting the invitation to speak on our campus January 29, 1967. Moreover, the Tuskegee Institute's community enjoyed your visit very much and would like to extend to you and your family a hearty welcome to our campus at all times.</p><p>Enclosed is a check for $200.00 which covers both your expenses and honorarium.</p><p>Thanks again and we are wishing you much success in your future endeavors.</p><p>Yours truly,<br/>Thelma Washington, Chairman Of Interim Committee</p><p>[typed in red:<br/>Dear Mrs. Washington:</p><p>Many thanks again for your kindness.</p><p>I hope if I ever get back to Tuskegee that we will have more time to talk.</p><p>Sincerely,]</p><p>Thanks to FromThePage transcription contributors: Hana Suliman Jannyp TeeTwoThree</p>"
940,"<p>[The following is the top content of the pre-printed letterhead:]</p><p>[Left upper corner:]</p><p>Inner circle: [image:] Three pillars supporting an arch, underneath which stands a soldier with musket and bayonet. The text on the arch reads: CONSTITUTION, while the banners wrapped around the pillars read, left to right: WISDOM, JUSTICE, MODERATION.</p><p>Outer circle: REGENTS OF THE UNIVERSITY SYSTEM OF GEORGIA</p><p>OFFICE OF THE PRESIDENT</p><p>[Centered:]</p><p>ALBANY STATE COLLEGE</p><p>ALBANY, GEORGIA  31705</p><p>22 February, 1967</p><p>The Honorable Julian Bond</p><p>House of Representatives</p><p>Atlanta, Georgia</p><p>My dear Mr. Bond:</p><p>We thank you for sending us a copy of the letter you sent recently to Mr. Edwin L. Swain, Director, State Merit System. Our placement officer has been notified. We will look forward to receiving the listings and will follow up on some of the job opportunities.</p><p>Accept our wish for continued success in the work you are doing.</p><p>Sincerely yours,</p><p>[signature Thomas Miller Jenkins]</p><p>Thomas Miller Jenkins</p><p>TMJ/b</p><p>cc: Mr. Sanford B. McKenzie</p><p>Placement Officer</p><p>[The following is the content of the handwritten draft at the bottom of the page:]</p><p>Dear Mr McKenzie</p><p><strike>Dr Jenkins sent me a copy of his</strike> Dr Jenkins has told me he gave you my letter to him on the Merit System. I wonder if you can keep me informed from time to time of the successes and failures your students have with the system.</p><p>Sincerely</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB779,"<p>[typed in red at top of page:<br/>Dear ......:</p><p>Thank you for your letter.</p><p>I'll do what I can about the reapportionment matter you mention, but it will probably be decidede by the Senators and Representatives from Chatham County. You ought to get in touch with them.</p><p>The minimum wage bill will be introduced soon, we hope. You might also ask your elected officials to support it.]</p><p>1614 Cloverdale Drive<br/>Savannah, Georgia  31402<br/>February 6, 1967</p><p>Representative Julian Bonds<br/>House of Representatives<br/>State Capitol<br/>Atlanta, Georgia</p><p>Dear Mr. Bonds:</p><p>I am very pride that you have your seat in the House of Representatives. Congratulations on carrying your case to the U. S. Supreme Court and winning it.</p><p>I live in Savannah, Georgia and it is the third largest city in the state and does not have any Negro Representatives in the State House.</p><p>Is it any way you can work on Reapportionment so we can have some Negroes in the State House to work for the Negroes in Savannah.</p><p>I saw a bill in the paper about giving Domestic workers $1.40 per hour. If there is any way to pass this bill please help us by doing so and the Negroes here in Savannah will appreciate it very much. We will back you in any way we can.</p><p>Respectfully yours,</p><p>Tommy Swearingen</p><p>Thanks to FromThePage transcription contributors: Jannyp TeeTwoThree Emily Hemlinger</p>"
PJB 1549,"<p>37 Raymond Street N.W.<br/>Atlanta, Georgia 30314<br/>January 23, 1968</p><p>Representative H. Julian Bond<br/>361 Lee Street, S.W.<br/>Atlanta Georgia 30314</p><p>Dear Sir:</p><p>I am a seventh grader student at Edmund Asa Ware School. I am interested in serving as a page girl during this assembly meeting<br/>I would appreciate your consideration.</p><p>My telephone number is 525-0340.</p><p>Yours truly,<br/>Vanessa Kirkland</p><p>Thanks to FromThePage transcription contributors: Carlos Perez TeeTwoThree</p>"
897,"<p>The Blackstone Society</p><p>Box 165, Grambling College</p><p>Grambling, Louisiana 71245</p><p>March 3, 1967</p><p>Senator Julian Bond</p><p>Georgia House of Senate</p><p>Atlanta, Georgia</p><p>Dear Senator Bond:</p><p>The Blackstone Society of Grambling College will present an assembly program May 3, 1967 in the Grambling College Auditorium.  The program is centered around National Law Week.  You were unanimously selected as the principal speaker for the assembly program.</p><p>Will you honor our invitation to address the assembly?  We will appreciate your immediate reply.  If you will accept our invitation, please let us know what the honorarium will be so that we can make further arrangements.</p><p>We certainly hope that you can come to us, and we will be looking forward to seeing you.</p><p>Very truly yours,</p><p>Vasco Nelson, President</p><p>The Blackstone Society</p><p><sup>I have a previous engagement on that day.  I hope we can arrange another date sometime soon.</sup></p><p>Thanks to FromThePage transcription contributors: Greg14 Sarah Ahmad</p>"
PJB 1542,"<p>W. F. Hardnett School<br/>1401 Bridges Ave. S.W.<br/>Atlanta, Ga.  30310</p><p>Dear Rep. Julian Bond,</p><p>Our six grade class plans to do a unit on ""Negroes in Georgia"". We need pictures and information concerning Negroes in our Georgia Legislature.</p><p>Please send us some material concerning yourself. We also need a picture of you.</p><p>Yours truly,<br/>Victoria Edmond</p><p>[Bond's draft response]:</p><p>Dear ----</p><p>Thank you for your letter.</p><p>I am enclosing a biography. I am sorry, but I don't have a photograph.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Carlos Perez TeeTwoThree</p>"
PJB 1160,"<p>W. W. HARLEAUX<br/>President</p><p>L. T. THOMAS<br/>Secretary</p><p>M. E. HERBERT<br/>Treasurer</p><p>Ilberville Industrial Voters League<br/>""Register and Vote To Make Democracy Live""<br/>1818 HAASE STREET<br/>PLAQUEMINE, LOUISIANA</p><p>April 24, 1967</p><p>The Honorable<br/>Horace Julian Bond, Representative<br/>Georgia State Legislature<br/>State Capitol<br/>Atlanta, Georgia</p><p>Dear Representative Bond:</p><p>Pursuant to our conversation at the Administrators Conference in Baton Rouge, Louisiana on Thursday, April 20, 1967, we would like very much to have you address our Annual Meeting which is to be held on Saturday, June 3, 1967 at 7:30 P.M.</p><p>We are a parish (county) size organization trying to get Negroes to unite so that we can elect more Negroes to public office.</p><p>Please advise us of the financial conditions of your making an appearance here.  Such as what would be the fee, if any; and just what expenses we would be expected to assume with regard to travel.</p><p>Thank you very much.  I am,</p><p>Very truly yours</p><p>(signature)</p><p>W. W. Harleaux<br/>President</p>                       <p>Dear Sir: <br/>Please forgive me for taking so long to answer your kind letter.</p><p>The difficulties caused by the fire at my home are still with me, and are part of the reason for my lateness.</p><p>I could not fill the date you've mentioned, and I imagine that at any rate, you have already done so.</p><p>I am trying to cut back as these trips keep me away from home a great deal, and place a hardship on my family.</p><p>I should, however, like to speak to your group, perhaps at a date later in the summer or in the fall.</p><p>Please feel free to contact me again should you still desire to have me as a speaker.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: esh999 Carlos Perez Princess1</p>"
1101,"<p>Sampson Hall, Apt. 1<br/>Jackson State College<br/>Jackson, Mississippi<br/>June 19, 1967</p><p>The Honorable Julian Bond<br/>Georgia State Legislature<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>I am Walter M. Hurns, a senior history and political science major at Jackson State College.  I should like to start this letter by saying you are are not, ""The Infamous Mr. Bond"", with me.  Several weeks ago I was reading an article that appeared in Post magazine, (May 6, 1967), written by Marshall Frady, entitled:  ""The Infamous Mr. Bond"".  Even though I fully understood the title, I was somewhat moved enough to write this letter.</p><p>Mr. Bond many of us in the State of Mississippi follwed your struggle to be seated closely.  Especially those of us who were SNICK workers, or those of us who had previously been connected with the organization.  Although I am no longer actively connected with the orginization.  At one time I was very active with one segment of the organization, which was The Southern Student Organizing Committee.  I suppose everyone became bored with organizations and leave.  This was my case.</p><p>Your continued fight with the Georgia legislators at some urging from your family, and especially your father was a sign of heroism, and patriotism in its finest form, as far as I am concerned.  This stand of yours served as a moral booster for others in American society who wished to speak out, but were afraid to do so.  Partly because of you many other people have stood up for their convictions.  Which I feel is in the best traditions of our society.</p><p>Mr. Bond, needless to say you have a very fine father.  Atlanta University is also a nice institution.  As a matter of fact, I am considering Atlanta University for graduate work in September of 1968.  In 1965, I visited the city of Atlanta, and Atlanta University.  This was quite a trip.</p><p>Even though you may be ignored in many instances by your fellow lawmakers, don't despair.  You, Mr. Bond have a committment to your fellow man and to stay in the legislature and </p>                       <p>present a challenge to the status que.  I look to you as a leader of our younger generation.  The ""go, go generation"", as it is termed.</p><p>Finally, the members of our generation see you as an idol, not as ""Infamous"".  We see in you, youth, but above all we see leadership --young leadership.  This is the kind of leadership that our world needs so much.  I look forward to hearing from you soon.</p><p>Very truly yours,</p><p>(signature)</p><p>Walter M. Hurns</p><p>Dear ---------</p><p>Many thanks for your very kind letter.  I am sure that you will soon be providing the type of strong leadership that we need.</p>                       <p>downward arrow<br/>2 goalpost type drawn items</p><p>Thanks to FromThePage transcription contributors: esh999 Sarah Ahmad</p>"
PJB 1469,"<p><span class=""depth2"" title=""PEACE AND FREEDOM CENTER"">PEACE AND FREEDOM CENTER</span><br/>5899 ELLSWORTH, PITTSBURGH, PA. 15232   362-9000</p><p>Jan. 3, 1968</p><p>Bond:</p><p>The 13th is off.  Sorry forthe delay in telling you but I've been a bit busy.  Happy new year. <br/><sup><u>Tillow</u></sup></p><p>P.S. WE are talking about a forum series on Black Bower, Black Politics, etc. for the Spring.  Have been in touch with Ivanhoe, Lincoln Lynch, (what's the real story behind the resignation), Jack O'Dell and Jim Breeden about speaking.  We want you to kick off the thing.  Waht dates are best for you?  Nothing is definite but this will probably shape up.  so let's hear.</p><p>Walter:<br/>Sorry the meeting fell through. <br/>By the way,  I still haven't received that picture.  If you can scare it up.  I would certainly appreciate it.</p><p>Let me know about the other meeting.</p><p>Sincerely, </p><p>Thanks to FromThePage transcription contributors: AlyM76 Carlos Perez</p>"
PJB 1299,"<p>LOUISIANA STATE UNIVERSITY                                             Union symbol<br/>P.O. BOX BU • UNIVERSITY STATION • BATON ROUGE • LA  70803 ■ TEL. 388-5121 • AREA CODE 504</p><p>August 17, 1967</p><p>Hon. Rep. Julian Bond<br/>State Capitol Bldg.<br/>Atlanta, Georgia</p><p>Dear Sir:</p><p>The Current Events Committee of L.S.U. is now preparing its 1967-1968 program.  During one of your visits to Baton Rouge, I had spoken to you on the phone.  At that time you stated your interest in speaking to our students and suggested I write your office for further information.  We feel that you could make an important contribution to our program.</p><p>We were thinking of "" The New Politics in the South"" as a possible topic.  The two-party system is being revived; the Negro is beginning to take his rightful place in politics.  Ours is a time of transition which will help to shape the destiny of future generations.  You, Mr. Bond, could help our students gain a better understanding of the world they face.  We hope you will consider the possibilities of your helping our students.</p><p>Sincerely,</p><p>(signature)</p><p>Wayne Babovich, Chairman<br/>L.S.U. Union Current Events Committee</p><p>WE/ wlk</p>                       <p>Dear Sir:</p><p>Please forgive me for not answering your kind letter sooner.</p><p>I would be glad to speak for your group.</p><p>Do you have any particular date in mind?</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: esh999 Carlos Perez</p>"
1060,"<p>2329 Polar Rock Terrace, S. W.<br/>Atlanta, Georgia  30315<br/>June 1, 1967</p><p>Mr. Julian Bond<br/>361 Lee Street, S. W.<br/>Atlanta, Georgia  30314</p><p>Dear Mr. Bond:</p><p>A concerted effort is being made to get a copy of the enclosed ""Awake!"" magazine into the hands of all Attorneys, Judges, Legislators and other public officials in the United States.</p><p>Please accept this as your personal copy. The subject of this issue of ""Awake!"", ""Your Freedom to Choose Medical Treatment Endangered!"" is directed to all of us.</p><p>Efforts are now being made to enact laws giving doctors and hospitals the legal right to give any medical treatment they deem necessary to children despite thereligious objections of their parents. This we feel is not only unconstitutional but also opens the way for medical abuses that could endanger even the very lives of many of our christian people.</p><p>We hope you will enjoy reading the factual information presented in the ""Special issue of ""Awake!"". Feel free to use or quote any part of the magazine.</p><p>Mr. Bond, I will welcome and appreciate having your comments after you have had time to go over this information.</p><p>Sincerely yours,<br/>[signed Wayne E. Coffey]<br/>Wayne E. Coffey, Minister<br/>Lakewood Congregation of<br/>Jehovah's witnesses</p>                       <p>Dear .........:</p><p>Many thanks for sending me the information you did.</p><p>To be frank, I have mixed emotions about the correctness of your position, and wonder if it will not always be difficult to find a balance between society's duty to protect lives and to protect and uphold individual differences.</p><p>If you can suggest a solution, I'd appreciate hearing it.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Sarah Ahmad</p>"
PJB 861,"<p>Livingstone College<br/>Salisbury, North Carolina</p><p>February 20, 1967</p><p>Honorable Mr. Julian Bond<br/>823 Drummond Street S. W.<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>As concerned students of Livingstone College, we deeply appreciate the interest you have shown in accepting our invitation to speak, which we know will be a most enriching and enlightening experience for our college. We are writing for an official confirmation of your visit on April 3, 1967, which was agreed upon verbally, February 19, 1967, while you were in Greensboro, North Carolina.</p><p>Would you please inform us of your planned time of arrival and departure, so that the proper protocol can be arranged? During our conversation, we did not say anthing pertaining to the hour on April 3, which would be most opportune for the maximum benefit to our students, and the most convenient to yourself. An evening lecture would be more suitable for us, but we will wait for your reply. This very special occasion we feel, warrants a small, informal dinner party prior to your lecture, if this is not imposing upon you, we should like to include this event in our plans.</p><p>Your lecture on the history of the civil rights movement was indeed most impressive, we sincerely beleive that the same lecture would be most appropriate.</p><p>We would appreciate a picture and a biographical sketch, which may be used for publicity.</p><p>We will be respectfully awaiting your answer to the above questions, and please add anything else we may have failed to mention.</p><p>Very truly yours,<br/>[signatures]</p><p>Wendall Bailey<br/>Edmund Lane<br/>H. Anthony Pennyfeather</p><p>WB: EL: HAP/bjl</p><p>[logo: UNITED NEGRO COLLEGE FUND FOUNDED 1944]</p><p>Thanks to FromThePage transcription contributors: Jannyp Sarah Ahmad  TeeTwoThree</p>"
PJB 1562,"<p>Fisk University<br/>Nashville, Tennessee  37203</p><p>Office of the Student Council</p><p>31 January 1968</p><p>Mr. Julian H. Bond<br/>District 136<br/>162 Eurahlee Street, S.W.<br/>Atlanta, Georgia  31314</p><p>Dear Mr. Bond,</p><p>Please excuse my lateness in acknowledging your acceptance of our invitation to address the students of Fisk. I am more than delighted that you have agreed to take time out of your busy schedule to come to Fisk.</p><p>Might I suggest two possible dates? Since our series will be in a sequence of Sundays, we wish for you to be our first speaker either on March 3 or March 10. You would be scheduled to speak at 6PM with a period of discussion and questioning to following.</p><p>Please indicate to us how much of an honorarium you expect from The Council so that we might proceed to get the necessary funds. We will also supply any expenses you might incur during your travel and your visit.</p><p>Sincerely,<br/>[signed Wilbur Hicks]<br/>Wilbur Hicks<br/>President<br/>Student Council</p><p>Dear Mr. Hicks:</p><p>The March 10th date would have to be the one, since I am already committed for March 3rd.</p><p>I would require round trip air transportation in advance, overnight hotel accomodations (unless there is a late flight back here I could get) and a fee of $250,00.</p><p>I hope these arrangements will be staisfactory with you and the student council.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Carlos Perez TeeTwoThree</p>"
