PJB ID,Document Body
PJB 1466,"<p>Box 213<br/>Bethany Theological Seminary<br/>Butterfield and Meyers Roads<br/>Oak Brook, Illinois 60521<br/>October 30, 1967</p><p>State Assembly<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>I am a student at Bethany Theological Seminary. As part of a Colloquium project, two other men and I are making a study of the New Politics Convention which was held in Chicago over the Labor Day weekend. A paper reporting our findings will be due at the end of November. Since you were one of the chairmen of the convention, we would like to have your views on the convention.</p><p>In particular we would like to know what you believe to have been the purpose of the convention, what you consider to be the most significant happenings at the convention and why you consider them most significant, what you believe is the future of New Politics and Black Power, and what you feel were the accomplishments of the convention.</p><p>Also, I would like to assure you that any information you give us will be used only in the class paper we are doing.</p><p>Sincerely yours,</p><p>[signed Kenneth Shaffer, Jr.]</p><p>Kenneth Shaffer, Jr.</p><p>Dear Mr. Shaffer:</p><p>Thank you for your letter. I wish I could find time to answer your questions. I assume you've seen reports of the NCNP Convention in the <u>Village</u> <u>Voice</u>, the <u>Nation</u>, <u>Ramparts</u> magazine, the <u>New</u> <u>Republic</u> as well as the regular press.</p><p>I was only in attendance for one day, and am therefore not a good source of information about the meeting.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Sarah Ahmad  esh999 emtranscribes</p>"
PJB 1528,"<p>102 Chestnut Street, N.W., #217<br/>Atlanta, Georgia  30314<br/>January 23, 1968</p><p>Representative Julian Bond<br/>361 Lee Street, S.W.<br/>Atlanta, Georgia  30314</p><p>Dear Sir:</p><p>I would be very happy to have the opportunity to serve as a page girl during this general assembly meeting. I would appreciate your considerction.</p><p>My telephone Number is 524-8525.</p><p>Your turly,<br/>LaMerrian Carey</p><p>Dear -----:</p><p>I would be happy to have you as a page. Can you come to the capitol on Thursday morning, Feb 8th at 10:00 o'clock? Go to the Director of</p><p>(over)</p>                       <p>pages on the Third Floor outside the House Chamber and tell her you are my page.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1354,"<p>[image:] SEP three monogramed letters in squared boxes</p><p><span class=""depth3"" depth=""3"" title=""SOUTHERN EDUCATION PROGRAM, INC."">SOUTHERN EDUCATION PROGRAM, INC.</span><br/><span class=""depth3"" depth=""3"" title=""859½ HUNTER STREET N.W.   ATLANTA, GEORGIA  30314  404/525-6042"">859½ HUNTER STREET N.W.   ATLANTA, GEORGIA  30314  404/525-6042</span></p><p>September 20, 1967</p><p>Mr. Julian Bond<br/>C/O Dean Horace M. Bond<br/>Atlanta University<br/>223 Chestnut Street<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>It was a pleasure meeting you yesterday at our office, if only briefly.</p><p>I would like to thank you for accepting our invitation to speak at our conference for new teachers recruited by this organization.  Most of the 70 teachers recruited for the 1967-68 school year to work at 40 predonimantly Negro colleges are unfamiliar with the south and the students who will be in their classrooms. We feel, and most of the college administrators I have spoken to, agree, that it isvery important to increase their knowle<strike>g</strike><sup>d</sup>ge of the present status and future direction of the Negro college. Part of this understanding of where they fit into the over-all plans of the colleges, is to understand frustrations of being black in a white racist society, and maybe also a s<strike>u</strike><sup>t</sup>udent attending an ""Uncle Tom"" college.</p><p>It is to this matter that I wish you would address yourself; however, your choice of subject is entirely up to you. This is only what I think the teachers should know something about. Saturday, November 25th is the date we would like <strike>t</strike><sup>y</sup>ou to participate. I will let you know the exact hour and place as soon as the conference schedule is completed.</p><p>I will be glad to give you any additional information about our program that you might desire. Enclosed is a fact sheet about the program.</p><p>Thanks again for coming to the conference. Best wishes.</p><p>Sincerely,</p><p>[signed] Lawrence Rushing</p><p>Lawrence Rusing<br/>Director</p><p>Dear Mr. Rushing:</p><p>The November 25 date you've mentioned fits my shedule nicely. Please drop me a note beforehand to let me know when and where.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Princess1 esh999</p>"
PJB 1302,"<p><span class=""depth3"" depth=""3"" title=""NEW YORK Amsterdam News"">NEW YORK Amsterdam News</span><br/><span class=""depth3"" depth=""3"" title=""Member Audit Bureau of Circulations""><i>Member Audit Bureau of Circulations</i></span></p><p>[Image:] on right side: 2340 EIGHT AVENUE   NEW YORK, N. Y. 10027  TELEPHONE ACADEMY 2 - 7880</p><p>August 22, 1967</p><p>We are in the process of updating our files and your help in this matter would be greatly appreciated. Please send us biographical material, a portrait shot, and any other pertinent material on the following:</p><p>Julian Bond<br/>Congress of the U. S. House of Representatives<br/>Washington, D. C.</p><p>Thank you.</p><p>Sincerely,</p><p>Lesley Jones<br/>Librarian</p><p>LJ/vt</p><p>[written in pencil]<br/><sup> sent 9-7-67<br/>Send bio, pic<br/></sup><br/></p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1365,"<p>200 South East Street--Apt. 104<br/>Amherst, Massachusetts 01002<br/>September 18, 1967</p><p>Mr. H. Julian Bond<br/>c/o Dr. Horace Mann Bond<br/>School of Education<br/>Atlanta University<br/>Atlanta, Georgia 30314</p><p>Dear Mr. Bond:<br/>I am a graduate student at the University of Massachusetts and a founding member and erstwhile vice-chairman of the Mississippi Freedom Democratic Party. Presently, I am in the process of writing a term paper on ""black power"" and my tentative title is: ""Black Power: The Argument for an Afro-American War of National Liberation."" If you have the time, I would appreciate it very much if you would comment on the above mentioned topic--pro or con. Indeed, one paragraph would be sufficient. I am cognizant of the fact that you are a very busye person, but your comments would add a great deal of orginality and insight to my term paper.</p><p>Again, I would highly appreciate your opinion on this timely subject.</p><p>Thank you very much for your kind consideration.</p><p>All good wishes,</p><p>Yours-in-the-struggle,<br/>[signed] Leslie Burl McLemore<br/>Leslie Burl Mc Lemore</p><p>P.S. I hope you still remember me.</p>                       <p>(note: this is a ""Mr."", not a ""Miss"" or ""Mrs."")</p><p>Dear Leslie:</p><p>I do remember you and hope you can send me a copy of your paper when you have finished it.</p><p>Here are my comments:</p><p>""The physical number, geographical spread and financial impotence of this country's Negro population argues against any successful armed attempts at revolution.</p><p>What is left to us then is to find the best of two unsatisfactory modes of achieving social change: present day ""reformist"" tactic practiced by the early SNCC and CORE and SCLC and present day NAACP and Urban League which seek to force immediate reforms within the context of the present system, and the varieties of urban unrest so popular through the summer of 1967 which may eventually force other <strike>reformist</strike> reforms on an extremely rigid society.</p><p>Both of these methods are unsatisfactory because the latter requires a tremendous sacrifice of <strike>humalizan</strike> human life and property while the former inches reforms forward a solitary step at a time.</p><p>[<strike>whole line</strike></p><p>My own view is that these ways will have to do, simply because we cannot afford to do nothing. We must continue a struggle of some sort, if only because struggle will build us as a people and for no other reason. Struggle without tangible success, however, will soon force the followers of all ""Negro"" movements to turn upon themselves and their leaders, bringing an abrupt end to the minimal gains achieved since the end of Reconstruction.</p><p>In short, revo;ution by Negroes for Negroes is impossible; There are no allies for that battle. Reformist movements ought to continue for their own sake and for ours also.""</p><p>I'm not sure if I know what all that means, but please let me see a copy of the finished work.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1394,"<p>1811 Goddard Street S. E.<br/>Atlanta Georgia  30315<br/>September 15, 1967</p><p>Representative Julian Bond<br/>State Capitol<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:<br/>I am a student at Carver High School. I heard the speech that you made at our school on September 20, 1967. It was just wonderful to see you and also hear you. I would like for you to come again, so that we can hear some more speeches made by you.</p><p>Sincerely yours,<br/>Margaret Norwood</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Princess1</p>"
PJB 1461,"<p><span class=""depth3"" depth=""3"" title=""SAINT PETERSBURG COUNCIL ON HUMAN RELATIONS"">SAINT PETERSBURG COUNCIL ON HUMAN RELATIONS</span><br/><span class=""depth3"" depth=""3"" title=""Mailing Address, Post Office Box 1159"">Mailing Address, Post Office Box 1159</span><br/><span class=""depth3"" depth=""3"" title=""Saint Petersburg 31, Florida"">Saint Petersburg 31, Florida</span></p><p>535 18th Ave. N.E.<br/>St. Petersburg, Florida 33704<br/>December 1, 2967</p><p>Dear Mr. Bond:</p><p>I called Eastern Airlines last Monday after our Sunday evening conversation and found that you may</p><p>Lv. Atlanta    Mon Eve  at 4:35 P.M.   Arr. Tampa  5:42 P.M.<br/>Lv. Tampa     Tuesday A.M.  at 7:45   Arr. Atlanta  8:53.</p><p>This will give us enough time to pick you up and make it to the <strike>&amp;</strike> <sup>7 </sup>P.M. Banquet at St. Lukes. We shall also be glad to take you back to the Airport the following morning for your flight back.</p><p>I gave the board y<strike>i</strike><sup>o</sup>ur conditional acce  ptence and if this is satisfactory, we shall sent you your ticket by the First of February, p<strike>ol</strike><sup>lu</sup>s the honorarium at the<strike> b</strike><sup>B</sup>anquet.</p><p>I am enclosing the first draft of my previous letter for <strike>pu</strike><sup>yo</sup>ur information. Could you please send us some biographical material for use in publicity?</p><p>Thank you again for consenting to come and be with us</p><p>very sincerely,</p><p>[signed] Marian Solomon</p><p>Marion Solomon<br/>Program Chairman</p>                       <p>Dear Mrs. Solomon:<br/>The travel arrangements you have outlined will be fine.</p><p>I will expect to receive the ticket from you shortly before the 19th.</p><p>I am inclosing a biographical sheet.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Princess1 esh999</p>"
PJB 1325,"<p>[Outer circle:] Text reads NAACP FOUNDED - 1909.<br/>Inner circle: [image:] Scales of justice with open book on top. Text on pages of the book reads: over 50 years.</p><p>MARION BRANCH<br/>National Association For The Advancement of Colored People<br/>269 Waterloo St.<br/>MARION, OHIO  43302</p><p>President -- MRS. MARY HUFF<br/>Vice President -- WILLIAM PEARSON<br/>Secretary -- MRS. WILLA BROOKS<br/>Treasurer -- FREDDIE GREEN<br/>Membership -- MRS. EDITH ELLINGTON</p><p>August 31, 1967</p><p>Mr. Julian Bond<br/>Representative, District 136<br/>823 Drummond Street, S.W.<br/>Atlanta, Georgia  30314</p><p>Dear Mr. Bond:</p><p>I am most happy that you could accept the invitation to appear as guest speaker for the Marion Branch NAACP Freedom Fund Banquet on October 14, 1967 at 6:30 P.M.</p><p>We are in agreement with your fee of $150.00, your round trip air fare <u>in advance</u> and overnight hotel or motel accomodations.</p><p>In order to promote our program we must have glossy photos and biographical sketches to be used in the press and publicity promotion. Will you please send them to the above address, at your earliest convience.</p><p>Sincerely,<br/>[signed] Mary Huff<br/>Mrs. Mary Huff, President<br/>Marion, Ohio Branch NAACP</p><p>Dear ----</p><p>Enclosed please find a photo and bio-sketch.</p><p>Sincerely,<br/></p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1373,"<p>7[?] Park Lane<br/>Decatur, Georgia<br/>October 10, 1967</p><p>Representive Julian Bond<br/>823 Drummond Street, S.W.<br/>Atlanta, Georgia  30314</p><p>Dear Representative Bond:</p><p>I am writing in behalf of the Atlanta Chapter, Women's International League for Peace and freedom. Would it be possible for you to speak about possible legislation in the 1968 General Assembly to our group which will be meeting Monday evening at 8 P.M., December 11th at the home of Mrs. M. L. Middleton, 1023 Mayson Turner Road, N.W., Atlanta.</p><p>We do hope you will be free to accept this invitation and help us.</p><p>Sincerely,</p><p>[signed] Ellanor L. Richardson</p><p>Mrs. Merlyn E. Richardson</p><p>Dear Mrs. Richarson:</p><p>Many thanks for your kind letter of October 10.</p><p>I have already scheduled a meeting in Atlanta for the date you mentioned, but would be happy to set another date aside for the WILPF.</p><p>Could you suggest at another date?</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Princess1 esh999</p>"
PJB 1602,"<p>Post Office Box 1550<br/>Fort Valley State College<br/>Fort Valley, Georgia<br/>February 13, 1968</p><p>Mr. Julian Bond<br/>823 Drummond St. S.W.<br/>Atlanta, Georgia  30314</p><p>Dear Mr. Bond:</p><p>I am Myrlene Middleton, a sophomore at the Fort<br/>Valley State College, majoring in Sociology and Pre-<br/>Professional Social Work.  I am attempting to do a <br/>research paper on the subject ""Black Power In the<br/>United States"".  Because I am a Negro, naturally, <br/>I am prejudice toward the situation; however through<br/>live research and personal opinioins I hope to pre-<br/>sent to my instructor and the nation a unified con-<br/>cept of the term ""Black Power"".  If my research<br/>merits recongition, I will attempt to have it pub-<br/>lished.</p><p>The following are request that I would like <br/>to ask of you:<br/>1.  your personal concept of the term ""Black Power<br/>2.  the role of the American Negro in politics<br/>3.  any information that you might have concering<br/>""Black Power""<br/>4.  other persons whom I might consult for opinions<br/>and information.</p><p>Your immediate response will be deeply appreciated.</p><p>Sincerely yours,</p><p>Myrlene Middleton</p>                       <p>Dear .....:</p><p>I hope the following answers your questions.  <br/>Black power means to me Negroe having<br/>political and economic power.</p><p>Our role in politics has been a <br/>limited one; it ought to be a greater<br/>one.</p><p>You ought to write to:</p><p>H. Rap Brown<br/>SNCC<br/>100 Fifth Avenue<br/>New York, New York</p><p>Lerone Bennett<br/>Johnson Publications<br/>1820 S. Michigan Avenue<br/>Chicago, Illinois</p><p>Sincerely</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Doreen MBrunsdon</p>"
PJB 1255,"<p>Reply to be<br/>directed to<br/><b>WOHL BUILDING</b><br/>[top of page pictures of two buildings]<br/><b>Jewish Community Centers Association</b><br/>SAINT LOUIS, MISSOURI</p><p><b>CARLYN H. WOHL BUILDING </b>  <br/><b>11001 SCHUETZ RD.  6341 HE</b>mpstead <b>2-5700</b> <br/>CAMP COUNCIL   <br/><b>CAMP HAWTHORN<br/>LAKE OF THE OZARKS<br/>JAMES H. YALEM BLDG.<br/>DAY NURSERY<br/>7400 OLIVE BLVD. 63130, VO</b>lunteer <b>3-8282</b><br/>[left side]<br/><b>BOARD OF DIRECTORS</b> <br/>Sam Krupnick<br/><i>President</i><br/>Howard Hearsh<br/><i>Vice-President</i><br/>Adolph K. Schwartz<br/><i>Vice-President</i><br/>Robert L. Wolfson<br/><i>Vice-President</i><br/>Richard Yalem<br/><i>Vice-President</i><br/>Lester Hurd<br/><i>Treasurer</i><br/>William S. Seltzer<br/><i>Secretary</i></p><p>S. Charles Baer<br/>David Baron<br/>Mrs. Marvin Blitz<br/>Mrs. Herbert Carp<br/>Harry Colliger<br/>Sidney Dennis<br/>Mrs. Melvin Dubinsky<br/>Melvin Dubinsky<br/>Irving Edison<br/>Simon Edison<br/>Bernard Fischlowitz<br/>Adolph Frank<br/>Arthur J. Freund<br/>Walter L. Freund<br/>Albert Gerber<br/>Dr. Jerome J. Gilden<br/>Louis Gilden<br/>Arthur Goldberg<br/>Israel Goldberg<br/>Lawrence H. Greenberg<br/>Milton Greenfield, Jr.<br/>Mrs. Henry Haffner<br/>Gilbert Harris<br/>Sam Langsdorf, Jr.<br/>Irvin Larner<br/>Morris Lazaroff<br/>Marvin Levin<br/>William Levitt<br/>John Levy<br/>Bram Lewin<br/>Stephen Loeb<br/>Fred Lowy<br/>Marvin Madeson<br/>Morton J. May<br/>Mrs. Robert Mass<br/>I. E. Millstone<br/>David Milton<br/>Rabbi Julius Nodel<br/>Robert Orchard<br/>Aaron Osherow<br/>Albert Prel<br/>Louis Putzel<br/>Mrs. William S. Seltzer<br/>William E. Shamski<br/>Jerome Sidel<br/>Merle Silverstein<br/>Herman Stadin<br/>Sam Stone<br/>Charles Tober<br/>Milton Zorensky</p><p><b>JCCA TRUSTEES</b><br/>Chairman--Irving Edison<br/>Co-Chairman--Morton D May<br/>I. E. Millstone<br/>Gordon Scherck<br/>Charles H. YaleM<br/>[right side]<br/>WILLIAM KAHN, ACSW<br/>EXECUTIVE DIRECTOR</p><p>MORTON FRIEDENBERG, ACSW<br/>ASST. DIRECTOR</p><p>HANS MAYER, ACSW<br/>PROGRAM DIRECTOR</p><p>April 27, 1967</p><p>Mr. H. Julian Bond<br/>823 Drummond Street, S.W.<br/>Atlanta, Georgia 30314</p><p>Dear Mr. Bond:</p><p>The Liberal Forum would be delighted to have you in St. Louis as part of our fortieth season. However, the October 15th date has been filled by Paul Douglas. The committee would like to offer you a new date of February 18, 1968.</p><p>The theme of the Liberal Forum series will be ""The Age of Rebellion."" Paul Douglas, Erich Fromm, James A. Pike, Margaret Mead and we hope yourself will speak on the various revolutions taking place in family life, morals, politics and civil rights in your case.</p><p>We will be formulating publicity very shortly for this series and we look forward to having you with us. If you do accept our invitation, could your office send us your picture and biographical material to use for our publicity releases.</p><p>We missed your apperance in St. Louis at Sheldon Memorial and hope all is well with you now. Could we hear from you as soon as possible?</p><p>Sincerely,</p><p>[signed]</p><p>Myron Berezin<br/>Liberal Forum<br/>Staff Worker</p><p>UNITED FUND<br/>[hand held torch]<br/>MEMBERS</p><p>Member of United Fund of Greater St. Louis, Health and Welfare Council of Metropoitan St. Louis, Jewish Federation of St. Louis, National Jewish Welfare Board, American Camping Association</p><p>[right side bottom symbol]<br/>candle in circle with male lion<br/>JEWISH FEDERATION<br/>OF ST. LOUIS</p>                       <p>Dear Sirs:</p><p>Please forgive me for not an<strike>d</strike><sup>s</sup>wering your letter sooner.</p><p>As I believe I told you in my earlier letter - which must have been mid-April - my home was partially destroyed by fire that month.</p><p>A great deal of previous correspondence was destroyed, and subsequent letters addressed to me were misplaced in the confusion.</p><p>I find myself in the position of not knowing whether I accepted your invitation to speak in St. Louis on February 18, 1968. whether I refused, or simply whether I never answered at all.</p><p>At any rate, I should be happy to accpept if you have not already filled that date, as I well imagine you may have.</p><p>Please forgive my carelessness.</p><p>If you have already obtained a speaker, I hope you will keep me in mind for some future date.</p><p>Sincerely, </p><p>Thanks to FromThePage transcription contributors: Jannyp Privacylover Sarah Ahmad  esh999</p>"
PJB 1346,"<p><span class=""depth3"" depth=""3"" title=""Southern Conference Educational Fund (SCEF)"">Southern Conference Educational Fund (SCEF)</span><br/><span class=""depth3"" depth=""3"" title=""GENERAL OFFICES"">GENERAL OFFICES</span><br/><span class=""depth3"" depth=""3"" title=""3210 WEST BROADWAY, LOUISVILLE, KENTUCKY  40211  Area Code 502 774-3331"">3210 WEST BROADWAY, LOUISVILLE, KENTUCKY  40211  Area Code 502 774-3331</span></p><p>September 25, 1967<br/>Mr.  Julian Bond<br/>361 Lee Street<br/>Atlanta, Georgia  30310</p><p>Dear Julian,</p><p>Remember me? I sat next to you at the SCEF dinner in New York last April. I also met you briefly with Cathy Archibald this summer in the Vietnam Summer office in Cambridge.</p><p>I'm writing to you for both Anne Braden and myself.  Anne wants to thank you very much for sending a copy of your Vietnam book. All of us thought it was superb.</p><p>I'm about to start on another peace tour with the SSOC guys, this time in Arkansas (see our new brochure enclosed). I would very much like to distribute your book on the tour. Do you have 50 or 100 copies you could send? Anne says you should send SCEF the bill. The books should probably be sent to me c/o SSOC, Box 6403, Nashville, Tenn. 37212.</p><p>I hope to see you at the next SCEF board meeting, if you're there, or if I am, for that matter. And thank you again very much, for both Anne and myself.</p><p>Sincerely,<br/>[signed] Nancy Hodes<br/>Nancy Hodes</p><p>Dear Nancy:</p><p>Please excuse my lateness in answering your note. All of the comic books were sent to NCNP in New York because I wasn't able to handle distribution from here. We only had 10,000 to begin with, but there may be some still available.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1337,"<p><span class=""depth3"" depth=""3"" title=""PITTSBURGH PUBLIC SCHOOLS"">PITTSBURGH PUBLIC SCHOOLS</span><br/><span class=""depth3"" depth=""3"" title=""PITTSBURGH, PA."">PITTSBURGH, PA.</span></p><p>September 11. 1967</p><p>Community Utilization Office<br/>A. Leo Weil School<br/>Centre Avenue &amp; Soho Street<br/>Pittsburgh, Pennsylvania</p><p>The Honorable Julian Bond<br/>State Representative<br/>361 Lee Street S.W.<br/>Atlanta, Georgia</p><p>Dear Sir:</p><p>In accordance with our telephone conversation of Septemeber 8, 1967, we are confirming your appearance as keynote speaker at a joint meeting of the Hill District PTA's on Monday, September 25, 1967 at Fifth Avenue High School, Pittsburgh, Pennsylvania. The meeting will begin at 7:30 p.m. May we please have your letter confirming this engagement sent to:</p><p>Mr. Nore DiNardo<br/>5429 Potter Street<br/>Pittsburgh, Pennsylvania 15232<br/>682-1166</p><p>Your request of a $200.00 honorarium and round-trip plane fare is just within the maximum amount available to us. Contrary to the policy of the foundation underwriting your appearance, we have been able to secure your plane fare in advance and tickets will be sent by the end of this week.</p><p>We have taken the liberty of arranging for your overnight stay as a guest of Mr. &amp; Mrs. Eugene Davis of Monroeville, Pennsylvania. I sincerely hope this meets with you apporoval.</p><p>Arrangements will be made to meet you at the airport. We are looking forward to your appearance at our Kick-Off meeting.</p><p>Sincerely yours,</p><p>[signed] Nore DiNardo</p><p>Nore DiNardo, Chairman<br/>PTA Ad Hoc Committee</p><p>ND:ip</p>                       <p>[inked in top margin] Air</p><p>Mr. Nore DeNardo<br/>5429 Potter Street<br/>Pitts<strike>v</strike><sup>b</sup>urgh, Pa</p><p>Dear Mr. DiNardo:</p><p>This letter will serve as my formal acceptance of your kind invitation to speak in Pittsburgh on September 25, 1967.</p><p>I look forward to this occasion. <strike>and</strike></p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Princess1 esh999</p>"
PJB 1306,"<p><span class=""depth3"" depth=""3"" title=""BENNETT COLLEGE  Greensboro, North Carolina  DIRECTOR OF RELIGIOUS ACTIVITIES"">BENNETT COLLEGE  Greensboro, North Carolina  DIRECTOR OF RELIGIOUS ACTIVITIES</span></p><p><strike>July 20, 1967</strike><br/><strike>Representative Julian Bond</strike><br/><strike>Atlanta, Georgia</strike></p><p><strike>Dear Mr. Bond:</strike><br/><strike>Thank you very much your letter of recent date and also for accepting our invitation to address one of our general assemblies.</strike></p><p><strike>May I please suggest Monday, December 4, 1967 for your visit and the following schedule? We are hoping that you will stay with us for a whole day.</strike></p><p><strike>10:00 A.M.--Address Student Body</strike><br/><strike>Formal Chael</strike><br/><strike>10:40 A.M.--Meet a class in a Seminar situation for informal discussion.</strike><br/><strike>12:30 P.M.--Lunch with Student Leaders</strike><br/><strike>6:00 P.M.--Dinner with Director of Religious Activities</strike><br/><strike>8:00 P.M.--Public Lecture to be attended by students from our neighboring schools.</strike></p><p><strike>I do hope the above will meet with your approval.</strike><br/><strike>Again, thank you.</strike></p><p><strike>Sincerely yours,</strike><br/><strike>[signed] Peter E Addo</strike><br/><strike>Rev. P. E. A. Addo</strike></p><p>PEAA/vbb<br/>over</p>                       <p>Dear Sir:</p><p>The date <sup>and schedule </sup> you've suggested would <strike>be acceptable with me.</strike><sup> be difficult</sup>.</p><p>I may be in Boston, Massachusetts on the <strike>day before</strike> <sup>3rd</sup>, <strike>however, but feel that air travel would allow me time to arrive in Greensboro by 9:30 on the morning on the 4th</strike></p><p><strike>This will involve some rather tight connecitons, and you may prefer to set another date. I don't have before me the original dates you proposed, and onder if the 5th might do as well.</strike></p><p><strike>The Boston date is hanging at this point and may not be confirmed. If, however, you are willing to take the chance I would prefer leaving the date the 4th.</strike></p><p><strike>Sincerely</strike></p><p>Would the <strike>eleventh</strike> <sup>18th</sup> do as well? I will  hold that date open until I hear from you.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1345,"<p><span class=""depth3"" depth=""3"" title=""BENNETT COLLEGE"">BENNETT COLLEGE</span><br/><span class=""depth3"" depth=""3"" title=""Greensboro, North Carolina"">Greensboro, North Carolina</span><br/><span class=""depth3"" depth=""3"" title=""DIRECTOR OF RELIGIOUS ACTIVITIES"">DIRECTOR OF RELIGIOUS ACTIVITIES</span></p><p>September 21, 1967</p><p>Representative Julian Bond<br/>Georgia House of Representatives<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>Thank you very much for your last letter confirming your visit to Bennett College on December 18, 1967.</p><p>The schedule suggested to you for that day is below. I was hoping that you would stay for the whole day with us.</p><p>10:00 A.M. - - -Address Student Body  Formal Chapel<br/>10:40 A.M. - - -Meet a class in a seminar situation for informal discussion.<br/>12:30 P.M. - - -Lunch with Student Leaders<br/>6:00 P.M. - - - Dinner with Director of Religious Activities<br/>8:00 P.M. - - - Public Lecture to be attended by students from our heighboring schools.</p><p>I do hope that the above schedule meets with your approval.<br/>Again, thank you.</p><p>Sincerely yours,<br/>[signed]Peter Addo<br/>Rev. P. E. Addo</p><p>PEA/gvr</p><p>Dear Reverend Adoo:<br/>Will you send my air fare in advance? I am looking forward to our date on December 18th.</p><p>Sincerely.</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1415,"<p>[The following is the marginal content of the letterhead.] <br/>Bennett College<br/>Greensboro, North Carolina<br/>Director of Religious Activities                           November 6, 1967</p><p>Rep. Julian Bond<br/>Georgia House of Representatives<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>Please advise as to whether you expect a check for the amount of your ticket, first class or tourist, or a ticket for your visit on December 18th.</p><p>Thank you.</p><p>Sincerely yours,<br/>[signed] Rev. P. E. A. Addo<br/>Rev. P. E. A. Addo</p><p>PEAA:cl</p><p>Dear Rev. Addo:</p><p>A check covering round trip tourist air fare would suit me fine. I am looking forward to seeing you.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Sarah Ahmad  emtranscribes</p>"
PJB 1185,"<p>[spade shaped sketch in top left hand corner with a star and cross with the following text] VIGH CEDO  DUL SPES<br/><span class=""depth3"" depth=""3"" title=""Gray's Inn  * Honorary Society of the Notre Dame Law School   *  Notre Dame, Indiana  46556""><i>Gray`s Inn</i>  * Honorary Society of the Notre Dame Law School   *  Notre Dame, Indiana  46556</span></p><p>117-08  231 Street<br/>Jamaica, New York<br/>11411<br/>May 24, 1967</p><p>Honorable Julian Bond<br/>Georgia State Legislature<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>On behalf of Gray's Inn of the University of Notre Dame Law School, I cordially invite you to address our members during the 1967-68 academic year.</p><p>Gray's Inn, a society of law students and law professors, is the speaker's form and discussion club of the Notre Dame Law School. Our organization meets periodically to discuss leading contemporary topics with the meetings usually consisting of an address by our guest speaker, followed by an informal discussion period.</p><p>I am aware, of course, of your controversial career which has been highlighted by your successful court fight with the Geogia Legislature. And in addition to this there has been your active involvement in the civil rights movement. Thus I am sure that your appearance would make an invaluable contribution to the Notre Dame Law School.</p><p>While the Law School has not yet officially announced its academic calendar for next year, it is known that the fall semester will run from approximately August 20 to December 20, and the spring semester from January 20 to May 20. Since the convenience of our guest speakers is our primary aim we will schedule our meeting on whatever date you find most convenient.</p><p>If it will be convenient for you to meet with us during one of these periods, please contact me at the above New York address. Gray's Inn will be honored by your presence.</p><p>Thank you for you cooperation.</p><p>Sincerely<br/>[signed] Peter T. King<br/>Peter T. King, President</p><p><sup>I should be glad to come and will leave the date to you. In January - February, however, <strike>we</strike> I will   (more)</sup></p>                       <p>be restricted to weekends.</p><p>I would require - - - plus a fee of $350.00.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
